,Country,City,Location
3083,Mexico,MEXICO CITY,"(19.4325301, -99.1332101)"
3084,Ukraine,внутренне перемещенное лицо,
3085,Argentina,Cordoba,"(-32.096736, -63.7940922)"
3086,Venezuela (Bolivarian Republic of),CARACAS,
3087,Nigeria,Ado-Ekiti,"(7.6232482, 5.22274)"
3088,Russian Federation,Набережные Челны,"(55.7420117, 52.3992173)"
3089,Paraguay,Asunción,"(-25.2959915, -57.6311195)"
3090,Netherlands,Amsterdam,"(52.374436, 4.8979956033677)"
3091,Argentina,La Plata,"(-34.9206796, -57.9537637)"
3092,United States of America,,"(39.7837304, -100.4458824)"
3093,Fiji,Suva,"(-18.1415883, 178.4421662)"
3094,United Kingdom of Great Britain and Northern Ireland,Southend on sea,"(51.54063195, 0.716114672519414)"
3095,Belgium,Schaerbeek,
3096,Morocco,Rabat,
3097,United States of America,New York,
3098,United States of America,Salt Lake City,
3099,Italy,Monza,
3100,Iran (Islamic Republic of),Mashhad,
3101,United Kingdom of Great Britain and Northern Ireland,Oxford,
3102,Ethiopia,,
3103,Mexico,,
3104,Iran (Islamic Republic of),Tehran,
3105,Mexico,Mexico City,
3106,Colombia,Manizales,
3107,Australia,Adelaide,
3108,Mexico,Ciudad de México,
3109,United Kingdom of Great Britain and Northern Ireland,Oxford,
3110,Peru,guadalupe,
3111,United Kingdom of Great Britain and Northern Ireland,London,
3112,Mexico,CDMX,
3113,Colombia,"Cali, valle del cauca",
3114,Spain,Madrid,
3115,Mexico,Monterrey,
3116,France,Presles en brie,
3117,Tunisia,Tunis,
3118,Spain,Barcelona,
3119,Spain,Barcelona,
3120,Guatemala,Guatemala City,
3121,Peru,Lima,
3122,New Zealand,Wellington,
3123,Colombia,Popayan - Cauca,
3124,Afghanistan,Kabul,
3125,Peru,,
3126,United States of America,,
3127,Ecuador,Quito,
3128,Mexico,tijuana,
3129,United States of America,Manhattan,
3130,Afghanistan,kabul,
3131,Mexico,CDMX,
3132,Mexico,Toluca,
3133,Colombia,Bogotá,
3134,United States of America,San Jose,
3135,Portugal,Lisbon,
3136,Germany,,
3137,Argentina,Buenos Aires,
3138,Venezuela (Bolivarian Republic of),San cristóbal/Táchira,
3139,Tuvalu,Funafuti,
3140,Colombia,Medellin/antioquia,
3141,Guatemala,Guatemala City,
3142,Iran (Islamic Republic of),,
3143,Costa Rica,san jose,
3144,United States of America,"Detroit, MI","(42.3486635, -83.0567374)"
3145,United States of America,Dublin,
3146,Mexico,"Guadalajara, Jal.",
3147,United States of America,New York,
3148,Australia,Sydney,
3149,Peru,Lima,
3150,Costa Rica,San Jose,
3151,Argentina,Ciudad Autónoma de Buenos Aires,
3152,Mexico,Hidalgo,
3153,United States of America,New York,
3154,Cameroon,mamfe,
3155,United States of America,Gurnee,
3156,Costa Rica,"San José, Desamparados",
3157,United States of America,"Elizabethtown, PA",
3158,Colombia,Bogota,
3159,Argentina,Buenos Aires,
3160,Mexico,tijuana,
3161,Guyana,Georgetown,
3162,Guatemala,Guatemala,
3163,Argentina,Mar del Plata,
3164,Turkey,istanbul,
3165,Peru,Lima,
3166,United States of America,"Roslyn Heights, NY",
3167,Mexico,,
3168,China,zhejiang,
3169,Argentina,Mar del Plata,
3170,Peru,PERU,
3171,Mexico,Tabasco,"(17.95078635, -92.483122032414)"
3172,Argentina,Buenos Aires,
3173,Guatemala,Guatemala,"(15.6356088, -89.8988086)"
3174,Guatemala,Guatemala city,"(14.6417889, -90.5132238)"
3175,Peru,Lima,"(-12.0552079, -77.026476429964)"
3176,United States of America,Philadelphia,"(39.9523993, -75.1635898)"
3177,Colombia,Cali,"(3.4319329, -76.5113047)"
3178,Maldives,Male,"(4.1754179, 73.5102069950142)"
3179,Colombia,Bogota,"(4.5980478, -74.0760866)"
3180,Afghanistan,"Kabul , District 17th . Kotal e Khair Khana",
3181,Afghanistan,Nangarhar,"(34.220389, 70.3800314)"
3182,China,遵义,"(28.1836934, 106.83169900186)"
3183,United States of America,Farmington hills,"(42.4853125, -83.3771552)"
3184,Afghanistan,Kabul,"(34.5197058, 69.1624302)"
3185,Peru,Lima,
3186,Mexico,Puebla,"(18.833333, -97.9999999)"
3187,Colombia,Bogotá,"(4.5980478, -74.0760866)"
3188,Iran (Islamic Republic of),Tehran,
3189,Viet Nam,Hanoi,"(20.9749006, 105.675563063679)"
3190,Uzbekistan,Ташкент,"(41.3123363, 69.2787079)"
3191,Sri Lanka,Colombo,"(6.934287, 79.8532704)"
3192,Iran (Islamic Republic of),tehran,
3193,Mexico,Yucatan,"(20.6845957, -88.8755668)"
3194,Afghanistan,Kabul,"(34.5197058, 69.1624302)"
3195,Afghanistan,,"(33.0000866, 64.9998468)"
3196,Colombia,,
3197,Iran (Islamic Republic of),Tehran,
3198,Afghanistan,Kabul,"(34.5197058, 69.1624302)"
3199,India,,"(22.3511148, 78.6677428)"
3200,Argentina,"Burzaco, Buenos Aires, Argentina.","(-34.8259329, -58.3949918)"
3201,Guatemala,Guatemala,
3202,Germany,Nuremberg,
3203,Russian Federation,Оренбург,"(51.7674507, 55.0971196)"
3204,Afghanistan,"Mazar-e-Sharif, Balkh Province",
3205,Iran (Islamic Republic of),Tehran,
3206,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
3207,Zambia,Lusaka,"(-15.4166966, 28.2813812)"
3208,Slovenia,,"(45.8133113, 14.4808369)"
3209,Saudi Arabia,Alkhobar,"(26.3292345, 50.211151)"
3210,Pakistan,,"(30.3308401, 71.247499)"
3211,Palestine (State of),Jerusalem,
3212,Colombia,valle,
3213,Australia,,"(-24.7761085, 134.755)"
3214,Zambia,,"(-14.5186238, 27.5599164)"
3215,Spain,Madrid,"(40.4167047, -3.7035824)"
3216,Ukraine,Ровно,"(50.6196175, 26.2513165)"
3217,India,delhi,"(28.6517178, 77.2219388)"
3218,Afghanistan,Kabul,"(34.5197058, 69.1624302)"
3219,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
3220,Trinidad and Tobago,"Gonzales, Port of Spain","(10.6618059, -61.4996409)"
3221,Nigeria,Uyo,"(5.0322447, 7.924791)"
3222,Australia,Newcastle,"(-32.927288, 151.7812534)"
3223,Qatar,Doha,"(25.3014957, 51.4996673988223)"
3224,Maldives,Male',"(4.1754179, 73.5102069950142)"
3225,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
3226,Zambia,lusaka,"(-15.4166966, 28.2813812)"
3227,United Kingdom of Great Britain and Northern Ireland,Sheffield,"(53.3806626, -1.4702277)"
3228,United States of America,New York,"(40.7305991, -73.9865811)"
3229,Spain,Barcelona,"(41.3825596, 2.1771353)"
3230,Iran (Islamic Republic of),Tehran,
3231,Nigeria,Jos,"(9.9175125, 8.8979401)"
3232,Colombia,Bogotá,"(4.5980478, -74.0760866)"
3233,United Kingdom of Great Britain and Northern Ireland,Leicester,"(52.6367811, -1.1312288)"
3234,Ireland,Dublin,"(53.3497645, -6.2602731)"
3235,Gabon,Libreville,"(0.3900022, 9.4540009)"
3236,United Kingdom of Great Britain and Northern Ireland,,"(54.7023545, -3.2765752)"
3237,Pakistan,Quetta. hazara town,
3238,Kenya,,"(1.4419683, 38.4313975)"
3239,Russian Federation,Москва,"(55.7516335, 37.6187042)"
3240,United States of America,Marysville,"(39.1457247, -121.5913515)"
3241,Maldives,male',"(4.1754179, 73.5102069950142)"
3242,Maldives,Male',"(4.1754179, 73.5102069950142)"
3243,Spain,Madrid,"(40.4167047, -3.7035824)"
3244,Jordan,Amman,"(31.9515694, 35.9239625)"
3245,France,Paris,"(48.8566101, 2.3514992)"
3246,Costa Rica,San Jose,
3247,Austria,Vienna,"(48.2083537, 16.3725042)"
3248,Spain,Madrid,"(40.4167047, -3.7035824)"
3249,Kyrgyzstan,Бишкек,"(42.8767446, 74.6069949)"
3250,Mexico,CDMX,"(19.32055625, -99.1517009707765)"
3251,Germany,Munich,"(48.1371079, 11.5753822)"
3252,Afghanistan,Kabul,"(34.5197058, 69.1624302)"
3253,Luxembourg,,"(49.8158683, 6.1296751)"
3254,Indonesia,Malang,"(-7.9771205, 112.6340291)"
3255,Cambodia,Phnom Penh,"(11.5742555, 104.82899544331)"
3256,Indonesia,Jakarta,"(-6.1753941, 106.8271826)"
3257,Belarus,Минск,"(53.902334, 27.5618791)"
3258,Nigeria,Abuja,"(9.0643305, 7.4892974)"
3259,Australia,Adelaide,"(-34.9274283, 138.599899)"
3260,Argentina,Buenos Aires,
3261,New Zealand,Wellington,"(-41.2887638, 174.7772239)"
3262,United Kingdom of Great Britain and Northern Ireland,"Barking, Essex","(51.5389922, 0.0804245)"
3263,United Kingdom of Great Britain and Northern Ireland,Merthyr Tydfil,
3264,Ukraine,Николаев,"(46.9713414, 32.0042394)"
3265,South Africa,Cape Town,"(-33.9289048, 18.4172485)"
3266,Iran (Islamic Republic of),Tehran,
3267,United States of America,New york,"(40.7305991, -73.9865811)"
3268,United Kingdom of Great Britain and Northern Ireland,,"(54.7023545, -3.2765752)"
3269,Afghanistan,Kabul,"(34.5197058, 69.1624302)"
3270,United Kingdom of Great Britain and Northern Ireland,Edinburgh,"(55.9483544, -3.1931186)"
3271,Brazil,Santos,"(-23.9608329, -46.3338889)"
3272,New Zealand,,"(-41.500083, 172.8344077)"
3273,Pakistan,,"(30.3308401, 71.247499)"
3274,Argentina,Mendoza,"(-32.8897293, -68.8442955)"
3275,Argentina,San Juan,"(-46.74517165, -67.1398300932681)"
3276,Germany,Leipzig,"(51.3391827, 12.3810549)"
3277,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
3278,Australia,Adelaide,"(-34.9274283, 138.599899)"
3279,Ethiopia,Mekelle,"(13.5011216, 39.4757557)"
3280,Spain,Madrid,"(40.4167047, -3.7035824)"
3281,Bulgaria,Sofia,"(42.6977211, 23.3225964)"
3282,Ukraine,Kyiv,"(50.4501071, 30.5240501)"
3283,Zimbabwe,BULAWAYO,"(-20.1053947, 28.5426856)"
3284,Nigeria,Lagos,"(6.4550575, 3.3941795)"
3285,Spain,Madrid,"(40.4167047, -3.7035824)"
3286,Singapore,,"(1.2904527, 103.852038)"
3287,Denmark,Copenhagen,"(55.6867243, 12.5700724)"
3288,United Kingdom of Great Britain and Northern Ireland,,"(54.7023545, -3.2765752)"
3289,Uruguay,Manhattan,"(40.752309, -73.9658383)"
3290,Colombia,Zipaquira,"(5.0620431, -74.062502907411)"
3291,United States of America,New York,"(40.7305991, -73.9865811)"
3292,Iran (Islamic Republic of),Tehran,
3293,United Kingdom of Great Britain and Northern Ireland,,"(54.7023545, -3.2765752)"
3294,United States of America,,"(39.7837304, -100.4458824)"
3295,Nigeria,Lagos,"(6.4550575, 3.3941795)"
3296,Russian Federation,Казань,"(55.76041925, 49.1902944737668)"
3297,Spain,MADRID,"(40.4167047, -3.7035824)"
3298,Albania,,"(41.000028, 19.9999619)"
3299,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
3300,Ukraine,Odessa,"(46.4846121, 30.7325586)"
3301,Iran (Islamic Republic of),Tehran,
3302,Iran (Islamic Republic of),,"(32.9407496, 52.9471344)"
3303,Canada,Toronto,"(43.6529206, -79.3849007)"
3304,Greece,Athens,"(37.9841493, 23.7279843)"
3305,Guatemala,Guatemala city,"(14.6417889, -90.5132238)"
3306,Ethiopia,Addis Ababa,"(9.0107934, 38.7612525)"
3307,Ecuador,Cuenca,"(-2.86669065, -79.1933340336761)"
3308,Afghanistan,Kandahar/Dist 2,
3309,Spain,,"(40.0028028, -4.0031039)"
3310,Spain,Málaga,"(36.7210805, -4.4210409)"
3311,Ireland,Dublin,"(53.3497645, -6.2602731)"
3312,Pakistan,Karachi,"(24.8667795, 67.0311286)"
3313,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
3314,United States of America,,"(39.7837304, -100.4458824)"
3315,Canada,Toronto,"(43.6529206, -79.3849007)"
3316,Netherlands,Amsterdam,"(52.374436, 4.8979956033677)"
3317,Canada,Charlottetown,"(46.2333097, -63.1310276)"
3318,Argentina,Rosario,"(-32.9595003, -60.6615414)"
3319,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
3320,United States of America,New York,"(40.7305991, -73.9865811)"
3321,Colombia,,"(2.893108, -73.7845142)"
3322,Australia,Melbourne,"(-37.8142175, 144.9631608)"
3323,Spain,barcelona,"(41.3825596, 2.1771353)"
3324,India,GOA,"(15.3004543, 74.0855134)"
3325,Spain,Ourense,"(42.1939629, -7.53712391397051)"
3326,Afghanistan,Kabul,"(34.5197058, 69.1624302)"
3327,United States of America,Plano,"(33.0136764, -96.6925095)"
3328,Canada,Montreal,"(45.5087928, -73.5539819)"
3329,Italy,Padova,"(45.4077172, 11.8734455)"
3330,United States of America,,"(39.7837304, -100.4458824)"
3331,United States of America,"Lehi, UT","(40.3880902, -111.8491618)"
3332,United States of America,,"(39.7837304, -100.4458824)"
3333,United States of America,"New York, New York","(40.7305991, -73.9865811)"
3334,United States of America,"San Francisco, Ca","(37.7647993, -122.4629896)"
3335,Chile,Viña del Mar,"(-33.0245029, -71.5518118)"
3336,Nigeria,Abuja,"(9.0643305, 7.4892974)"
3337,Mexico,mexico city,"(19.4325301, -99.1332101)"
3338,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
3339,China,江阴,"(31.9092756, 120.2630426)"
3340,United States of America,,"(39.7837304, -100.4458824)"
3341,United States of America,"New York, NY","(40.7305991, -73.9865811)"
3342,United States of America,"Princeton, NJ","(40.3492744, -74.6592957)"
3343,Canada,ottawa,"(45.4210328, -75.6900218)"
3344,Spain,Valencia,"(39.4699014, -0.3759512)"
3345,Mexico,mexico city,"(19.4325301, -99.1332101)"
3346,United States of America,New York,"(40.7305991, -73.9865811)"
3347,United States of America,Valparaiso,"(41.4730948, -87.0611411)"
3348,United States of America,"Washington, DC","(38.8949549, -77.0366455)"
3349,Australia,Melbourne,"(-37.8142175, 144.9631608)"
3350,United States of America,"New Rochelle, NY","(40.9115386, -73.7826362)"
3351,Pakistan,Lahore,"(31.5621916, 74.3228517)"
3352,Nigeria,Abuja,"(9.0643305, 7.4892974)"
3353,Trinidad and Tobago,Couva,"(10.4223291, -61.4587079)"
3354,Peru,Lima,"(-12.0552079, -77.026476429964)"
3355,Brazil,,"(-10.3333332, -53.1999999)"
3356,Trinidad and Tobago,Port of Spain,"(10.6572678, -61.5180172)"
3357,Canada,Toronto,"(43.6529206, -79.3849007)"
3358,Barbados,,"(13.1500331, -59.5250304)"
3359,United States of America,"New York, NY","(40.7305991, -73.9865811)"
3360,United States of America,New York,"(40.7305991, -73.9865811)"
3361,Mozambique,Maputo,"(-25.9662132, 32.5674498)"
3362,Honduras,Tegucigalpa,"(14.0931919, -87.201263)"
3363,Trinidad and Tobago,San Fernando,"(10.2807069, -61.4645895)"
3364,Spain,Madrid,"(40.4167047, -3.7035824)"
3365,Austria,Vienna,"(48.2083537, 16.3725042)"
3366,Sweden,Jönköping,"(57.7814709, 14.1627579)"
3367,Germany,,"(51.0834196, 10.4234469)"
3368,Italy,,"(42.6384261, 12.674297)"
3369,Afghanistan,Laghman,"(34.783333, 70.183333)"
3370,Nepal,Kathmandu,"(27.7087963, 85.3202438)"
3371,Chile,santiago,"(-33.4377967, -70.650445)"
3372,United States of America,Fayetteville North Carolina,"(35.0529931, -78.8787057)"
3373,Malawi,Zomba,"(-15.3863207, 35.3268273)"
3374,Mauritius,Quatre Born,
3375,Bolivia (Plurinational State of),La Paz,
3376,Argentina,Córdoba,"(-31.417339, -64.1833189)"
3377,Afghanistan,Dashte barchi Kabul,
3378,United Kingdom of Great Britain and Northern Ireland,Holyhead,"(53.3076493, -4.6316792)"
3379,United States of America,New York,"(40.7305991, -73.9865811)"
3380,United States of America,,"(39.7837304, -100.4458824)"
3381,Mexico,Mexico city,"(19.4325301, -99.1332101)"
3382,United States of America,"Brooklyn, NY","(40.6501038, -73.9495822)"
3383,Nigeria,"Abeokuta, Ogun State",
3384,Iraq,Erbil,"(36.5349312, 44.2534471)"
3385,Zimbabwe,Mazar I sharif,
3386,United States of America,Monroe Michigan,"(41.9145037, -83.3968251)"
3387,Canada,Vancouver,"(49.2608944, -123.1139382)"
3388,France,Paris,"(48.8566101, 2.3514992)"
3389,United States of America,Washington DC,"(38.8949549, -77.0366455)"
3390,United States of America,"Palm City, Florida","(27.1713925, -80.2842216103489)"
3391,Canada,,"(61.0666922, -107.991707)"
3392,Kenya,Nakuru,"(-0.4598212, 36.10067977858)"
3393,Spain,,"(40.0028028, -4.0031039)"
3394,Dominican Republic,Santo Domingo,"(18.4801972, -69.9421109)"
3395,South Africa,Durban,"(-29.8618253, 31.0099095)"
3396,Ecuador,Quito,"(-0.155388, -78.4862308)"
3397,New Zealand,Wellington,"(-41.2887638, 174.7772239)"
3398,Trinidad and Tobago,St Augustine,"(10.6464474, -61.4008065)"
3399,United States of America,"Pasadena, California","(34.1476452, -118.1444778)"
3400,United States of America,New York,"(40.7305991, -73.9865811)"
3401,United States of America,,"(39.7837304, -100.4458824)"
3402,Canada,Kingston,"(44.2298484, -76.4802834)"
3403,United States of America,"Long Beach, California","(33.7774658, -118.188487)"
3404,United States of America,Brooklyn,"(40.6501038, -73.9495822)"
3405,Nigeria,Uyo/Akwa Ibom State,
3406,Canada,Ottawa,"(45.4210328, -75.6900218)"
3407,Nigeria,"Uyo, Akwa Ibom State",
3408,United States of America,budd lake,"(40.8712101, -74.7340522)"
3409,Mozambique,Maputo,"(-25.9662132, 32.5674498)"
3410,Liberia,Monrovia,"(6.3280343, -10.7977881)"
3411,United States of America,"Warren, New Jersey","(40.8602222, -74.9720492)"
3412,United States of America,"Ridgewood, NY","(43.2503348, -78.6472535)"
3413,United States of America,Doylestown,"(40.310004, -75.1304839)"
3414,Nigeria,Lagos,"(6.4550575, 3.3941795)"
3415,Ireland,Dublin,"(53.3497645, -6.2602731)"
3416,Ghana,Accra,"(5.5600141, -0.2057436)"
3417,Canada,Hamilton,"(43.254687, -79.8678196)"
3418,Mexico,Mexico City,"(19.4325301, -99.1332101)"
3419,United States of America,Sedona,"(34.8657757, -111.792989)"
3420,United States of America,"New York, New York","(40.7305991, -73.9865811)"
3421,United States of America,Paterson,"(40.9167654, -74.1718109)"
3422,Mexico,Mexico City,"(19.4325301, -99.1332101)"
3423,United States of America,,"(39.7837304, -100.4458824)"
3424,Iran (Islamic Republic of),lendeh,
3425,United States of America,"Ossining,NY","(41.1609095, -73.8781165396082)"
3426,Iran (Islamic Republic of),Tehran,
3427,Mexico,DF,"(19.5121494, -98.8743542)"
3428,Mexico,México,"(19.4325301, -99.1332101)"
3429,United States of America,"Atlanta, GA","(33.7490987, -84.3901848)"
3430,United States of America,"North Haven, CT","(41.3909305, -72.8595449)"
3431,United States of America,"Southfield, Michigan","(42.4733689, -83.221873)"
3432,United States of America,Rye Brook,"(41.0192641, -73.683462)"
3433,Mali,Bamako,"(12.6493194, -8.000337)"
3434,Mexico,Mexico City,"(19.4325301, -99.1332101)"
3435,Afghanistan,Kabul,"(34.5197058, 69.1624302)"
3436,United States of America,Highland Park,"(42.1816919, -87.8003437)"
3437,Canada,Quebec,"(54.0, -71.9999999)"
3438,India,Baguiati Kolkata,"(22.6102177, 88.427972)"
3439,Sweden,Stockholm,"(59.3251172, 18.0710935)"
3440,United States of America,New York,"(40.7305991, -73.9865811)"
3441,United States of America,"albuquerque/sandia park, new mexico",
3442,United States of America,Irvine CA,"(33.6856969, -117.8259818)"
3443,Egypt,Cairo,"(30.0488185, 31.2436663)"
3444,Afghanistan,Kabul,"(34.5197058, 69.1624302)"
3445,Canada,Nova Scotia,"(45.0000002, -62.9999998)"
3446,Republic of Korea,Seoul,"(37.5666791, 126.9782914)"
3447,Switzerland,Geneva,"(46.2017559, 6.1466014)"
3448,United States of America,New York,"(40.7305991, -73.9865811)"
3449,United States of America,"New York, New York","(40.7305991, -73.9865811)"
3450,India,,"(22.3511148, 78.6677428)"
3451,United States of America,"Chicago,IL","(41.8755546, -87.6244211)"
3452,Egypt,Giza,"(30.0170059, 31.2134513)"
3453,Germany,Munich,"(48.1371079, 11.5753822)"
3454,Cameroon,Douala,"(4.0537386, 9.6644365792336)"
3455,United States of America,Philadelphia,"(39.9523993, -75.1635898)"
3456,United States of America,"Orange, California","(33.7500378, -117.870493)"
3457,United States of America,"Ossining, New York","(41.1609095, -73.8781165396082)"
3458,Pakistan,"Gujrat, Punjab","(32.5686782, 74.071481)"
3459,Spain,Madrid,"(40.4167047, -3.7035824)"
3460,Argentina,La Paz Entre Rios,"(-30.7422895, -59.6439324)"
3461,Norway,Nesoddtangen,"(59.8564522, 10.6621254)"
3462,United Kingdom of Great Britain and Northern Ireland,St Andrews,"(56.3403902, -2.7955843)"
3463,Mexico,CDMX,"(19.32055625, -99.1517009707765)"
3464,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
3465,Zimbabwe,KweKwe,"(-18.81069255, 29.5856427756699)"
3466,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
3467,Iran (Islamic Republic of),Tehran,
3468,Nigeria,kaduna,"(10.3825318, 7.8533226)"
3469,United States of America,,"(39.7837304, -100.4458824)"
3470,Nigeria,Abuja,"(9.0643305, 7.4892974)"
3471,Nigeria,Abuja,"(9.0643305, 7.4892974)"
3472,United States of America,"Greenwich, CT","(41.0264862, -73.6284597)"
3473,Pakistan,Lahore,"(31.5621916, 74.3228517)"
3474,Iran (Islamic Republic of),Tehran,
3475,United States of America,new york,"(40.7305991, -73.9865811)"
3476,Italy,Milano,"(45.4667971, 9.1904984)"
3477,United States of America,"Mendham, NJ","(40.7759334, -74.6007141)"
3478,United States of America,"Rochelle, IL","(41.9239178, -89.0687073)"
3479,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
